"","RF","SPR"
"result.9032",36,12
"result.9033",36,13
"result.9034",36,12
"result.9035",36,13
"result.9036",36,12
"result.9037",36,12
"result.9038",36,12
"result.9039",36,11
"result.9040",36,12
"result.9041",36,12
"result.9042",36,12
"result.9043",36,13
"result.9044",36,12
"result.9045",32,11
"result.9046",36,12
"result.9047",36,13
"result.9048",34,10
"result.9049",36,12
"result.9050",36,13
"result.9051",36,12
"result.9052",34,12
"result.9053",36,13
"result.9054",34,12
"result.9055",34,11
"result.9056",36,12
"result.9057",34,12
"result.9058",36,13
"result.9059",36,12
"result.9060",32,11
"result.9061",36,11
"result.9062",36,12
"result.9063",36,12
"result.9064",36,13
"result.9065",36,14
"result.9066",36,12
"result.9067",36,14
"result.9068",36,12
"result.9069",36,13
"result.9070",32,10
"result.9071",36,11
"result.9072",34,12
"result.9073",36,12
"result.9074",34,13
"result.9075",36,11
"result.9076",36,12
"result.9077",34,11
"result.9078",36,11
"result.9079",34,11
"result.9080",36,12
"result.9081",36,14
"result.9082",36,12
"result.9083",34,12
"result.9084",36,13
"result.9085",34,12
"result.9086",32,11
"result.9087",36,13
"result.9088",36,12
"result.9089",36,12
"result.9090",36,13
"result.9091",36,12
"result.9092",34,12
"result.9093",34,13
"result.9094",30,10
"result.9095",36,11
"result.9096",36,11
"result.9097",36,12
"result.9098",34,12
"result.9099",36,13
"result.9100",34,11
"result.9101",34,12
"result.9102",36,13
"result.9103",34,12
"result.9104",36,13
"result.9105",36,12
"result.9106",36,12
"result.9107",36,14
"result.9108",36,12
"result.9109",36,13
"result.9110",36,11
"result.9111",36,12
"result.9112",36,11
"result.9113",36,12
"result.9114",36,14
"result.9115",32,10
"result.9116",36,12
"result.9117",34,12
"result.9118",36,12
"result.9119",36,13
"result.9120",36,14
"result.9121",36,13
"result.9122",34,12
"result.9123",36,12
"result.9124",36,11
"result.9125",34,12
"result.9126",36,13
"result.9127",36,11
"result.9128",34,10
"result.9129",36,13
"result.9130",34,12
"result.9131",36,12
"result.9132",36,12
"result.9133",36,13
"result.9134",34,13
"result.9135",36,11
"result.9136",36,11
"result.9137",36,12
"result.9138",36,12
"result.9139",36,13
"result.9140",36,12
"result.9141",34,12
"result.9142",36,12
"result.9143",34,12
"result.9144",36,12
"result.9145",36,12
"result.9146",36,12
"result.9147",36,13
"result.9148",36,12
"result.9149",36,13
"result.9150",34,11
"result.9151",36,12
"result.9152",34,12
"result.9153",36,12
"result.9154",36,12
"result.9155",36,12
"result.9156",36,11
"result.9157",36,12
"result.9158",36,13
"result.9159",34,12
"result.9160",36,12
"result.9161",36,11
"result.9162",36,13
"result.9163",36,12
"result.9164",36,11
"result.9165",36,12
"result.9166",36,11
"result.9167",36,13
"result.9168",36,13
"result.9169",36,12
"result.9170",36,13
"result.9171",36,12
"result.9172",32,11
"result.9173",36,13
"result.9174",36,11
"result.9175",36,12
"result.9176",36,13
"result.9177",36,12
"result.9178",36,13
"result.9179",36,12
"result.9180",36,12
"result.9181",36,13
"result.9182",36,13
"result.9183",36,13
"result.9184",36,12
"result.9185",36,11
"result.9186",36,12
"result.9187",34,11
"result.9188",36,13
"result.9189",36,12
"result.9190",36,12
"result.9191",34,12
"result.9192",36,12
"result.9193",36,11
"result.9194",36,13
"result.9195",36,12
"result.9196",34,12
"result.9197",36,13
"result.9198",36,12
"result.9199",36,11
"result.9200",36,13
"result.9201",36,10
"result.9202",36,12
"result.9203",36,12
"result.9204",36,13
"result.9205",36,13
"result.9206",36,12
"result.9207",36,12
"result.9208",36,13
"result.9209",34,11
"result.9210",36,13
"result.9211",36,12
"result.9212",36,12
"result.9213",36,13
"result.9214",36,13
"result.9215",36,12
"result.9216",36,12
"result.9217",36,13
"result.9218",34,11
"result.9219",36,11
"result.9220",36,12
"result.9221",32,12
"result.9222",34,12
"result.9223",36,13
"result.9224",36,12
"result.9225",36,13
"result.9226",36,13
"result.9227",36,13
"result.9228",36,12
"result.9229",36,11
"result.9230",36,12
"result.9231",34,13
"result.9232",36,12
"result.9233",36,13
"result.9234",34,10
"result.9235",34,11
"result.9236",36,12
"result.9237",34,12
"result.9238",36,13
"result.9239",36,12
"result.9240",36,11
"result.9241",34,11
"result.9242",36,13
"result.9243",32,11
"result.9244",36,13
"result.9245",34,12
"result.9246",36,12
"result.9247",36,12
"result.9248",36,13
"result.9249",34,11
"result.9250",34,11
"result.9251",36,12
"result.9252",36,13
"result.9253",36,12
"result.9254",34,12
"result.9255",36,11
"result.9256",36,13
"result.9257",36,13
"result.9258",36,13
"result.9259",36,12
"result.9260",36,12
"result.9261",36,12
"result.9262",36,10
"result.9263",34,11
"result.9264",36,12
"result.9265",36,13
"result.9266",36,12
"result.9267",36,12
"result.9268",36,12
"result.9269",36,11
"result.9270",34,11
"result.9271",30,11
"result.9272",36,12
"result.9273",36,13
"result.9274",36,13
"result.9275",34,12
"result.9276",36,13
"result.9277",36,12
"result.9278",36,13
"result.9279",36,13
"result.9280",34,11
"result.9281",36,13
"result.9282",36,12
"result.9283",34,12
"result.9284",36,13
"result.9285",36,13
"result.9286",36,13
"result.9287",36,13
"result.9288",36,12
"result.9289",36,12
"result.9290",36,12
"result.9291",36,12
"result.9292",36,13
"result.9293",36,12
"result.9294",34,12
"result.9295",34,12
"result.9296",36,12
"result.9297",36,13
"result.9298",36,12
"result.9299",34,11
"result.9300",36,13
"result.9301",36,12
"result.9302",36,13
"result.9303",34,12
"result.9304",36,12
"result.9305",36,12
"result.9306",36,12
"result.9307",36,12
"result.9308",36,13
"result.9309",36,13
"result.9310",36,12
"result.9311",36,12
"result.9312",36,13
"result.9313",36,12
"result.9314",36,12
"result.9315",36,13
"result.9316",36,13
"result.9317",34,12
"result.9318",36,13
"result.9319",36,13
"result.9320",34,10
"result.9321",36,14
"result.9322",36,12
"result.9323",36,11
"result.9324",36,13
"result.9325",36,13
"result.9326",36,12
"result.9327",36,11
"result.9328",36,12
"result.9329",36,13
"result.9330",36,13
"result.9331",36,13
"result.9332",36,13
"result.9333",36,13
"result.9334",34,12
"result.9335",36,10
"result.9336",36,13
"result.9337",36,13
"result.9338",36,12
"result.9339",36,13
"result.9340",36,13
"result.9341",36,12
"result.9342",36,13
"result.9343",34,13
"result.9344",36,13
"result.9345",36,11
"result.9346",34,10
"result.9347",36,13
"result.9348",34,12
"result.9349",36,13
"result.9350",36,13
"result.9351",34,11
"result.9352",36,13
"result.9353",36,12
"result.9354",36,12
"result.9355",36,14
"result.9356",34,10
"result.9357",36,12
"result.9358",36,12
"result.9359",36,13
"result.9360",36,12
"result.9361",36,13
"result.9362",36,13
"result.9363",34,11
"result.9364",36,13
"result.9365",36,13
"result.9366",34,12
"result.9367",36,13
"result.9368",36,13
"result.9369",36,12
"result.9370",36,13
"result.9371",36,12
"result.9372",36,12
"result.9373",36,12
"result.9374",34,11
"result.9375",36,12
"result.9376",34,13
"result.9377",34,13
"result.9378",36,14
"result.9379",36,10
"result.9380",34,13
"result.9381",34,12
"result.9382",36,13
"result.9383",36,13
"result.9384",36,12
"result.9385",36,11
"result.9386",34,11
"result.9387",36,11
"result.9388",36,14
"result.9389",36,13
"result.9390",36,13
"result.9391",36,12
"result.9392",36,12
"result.9393",34,12
"result.9394",36,12
"result.9395",34,11
"result.9396",36,12
"result.9397",34,12
"result.9398",32,11
"result.9399",36,11
"result.9400",36,13
"result.9401",36,14
"result.9402",36,13
"result.9403",34,10
"result.9404",36,13
"result.9405",34,10
"result.9406",36,12
"result.9407",34,12
"result.9408",36,11
"result.9409",36,12
"result.9410",36,11
"result.9411",36,12
"result.9412",36,13
"result.9413",36,13
"result.9414",36,12
"result.9415",36,13
"result.9416",36,11
"result.9417",34,12
"result.9418",36,12
"result.9419",36,12
"result.9420",36,11
"result.9421",36,13
"result.9422",36,13
"result.9423",34,12
"result.9424",34,11
"result.9425",34,13
"result.9426",36,13
"result.9427",36,12
"result.9428",36,12
"result.9429",36,13
"result.9430",36,13
"result.9431",36,11
"result.9432",36,11
"result.9433",36,13
"result.9434",36,10
"result.9435",36,13
"result.9436",36,12
"result.9437",36,13
"result.9438",36,13
"result.9439",36,11
"result.9440",36,13
"result.9441",36,12
"result.9442",36,13
"result.9443",36,11
"result.9444",36,13
"result.9445",36,13
"result.9446",36,13
"result.9447",36,12
"result.9448",36,13
"result.9449",36,11
"result.9450",36,12
"result.9451",36,12
"result.9452",36,12
"result.9453",36,13
"result.9454",36,12
"result.9455",34,12
"result.9456",36,13
"result.9457",36,12
"result.9458",36,13
"result.9459",36,11
"result.9460",36,13
"result.9461",36,13
"result.9462",36,12
"result.9463",36,12
"result.9464",36,12
"result.9465",36,13
"result.9466",36,13
"result.9467",36,11
"result.9468",34,10
"result.9469",36,13
"result.9470",36,12
"result.9471",36,11
"result.9472",34,12
"result.9473",36,13
"result.9474",36,13
"result.9475",36,12
"result.9476",36,13
"result.9477",36,13
"result.9478",36,13
"result.9479",36,13
"result.9480",36,14
"result.9481",34,12
"result.9482",32,11
"result.9483",36,13
"result.9484",36,11
"result.9485",36,13
"result.9486",36,11
"result.9487",36,12
"result.9488",36,14
"result.9489",36,12
"result.9490",36,13
"result.9491",34,12
"result.9492",34,12
"result.9493",36,11
"result.9494",32,11
"result.9495",36,12
"result.9496",36,13
"result.9497",34,13
"result.9498",36,13
"result.9499",36,13
"result.9500",34,12
"result.9501",36,12
"result.9502",36,12
"result.9503",36,12
"result.9504",34,11
"result.9505",36,13
"result.9506",34,12
"result.9507",36,13
"result.9508",34,11
"result.9509",36,12
"result.9510",34,11
"result.9511",36,11
"result.9512",34,12
"result.9513",36,13
"result.9514",36,13
"result.9515",36,12
"result.9516",34,11
"result.9517",36,12
"result.9518",36,12
"result.9519",34,13
"result.9520",36,12
"result.9521",36,13
"result.9522",36,13
"result.9523",36,12
"result.9524",36,12
"result.9525",36,13
"result.9526",34,10
"result.9527",34,11
"result.9528",36,12
"result.9529",36,12
"result.9530",36,12
"result.9531",36,12
"result.9532",36,12
"result.9533",34,12
"result.9534",36,13
"result.9535",36,14
"result.9536",36,13
"result.9537",36,12
"result.9538",36,13
"result.9539",36,13
"result.9540",36,11
"result.9541",36,13
"result.9542",34,12
"result.9543",36,13
"result.9544",34,11
"result.9545",36,12
"result.9546",32,12
"result.9547",36,11
"result.9548",36,12
"result.9549",36,12
"result.9550",34,12
"result.9551",36,12
"result.9552",36,13
"result.9553",36,12
"result.9554",34,12
"result.9555",36,12
"result.9556",36,12
"result.9557",36,13
"result.9558",36,12
"result.9559",34,12
"result.9560",36,13
"result.9561",36,12
"result.9562",36,12
"result.9563",36,12
"result.9564",36,12
"result.9565",36,12
"result.9566",36,13
"result.9567",36,13
"result.9568",36,12
"result.9569",36,12
"result.9570",36,14
"result.9571",36,12
"result.9572",36,12
"result.9573",36,12
"result.9574",34,12
"result.9575",36,12
"result.9576",34,11
"result.9577",36,13
"result.9578",34,12
"result.9579",36,13
"result.9580",34,11
"result.9581",36,12
"result.9582",34,11
"result.9583",34,11
"result.9584",36,12
"result.9585",36,12
"result.9586",34,12
"result.9587",36,13
"result.9588",36,12
"result.9589",36,12
"result.9590",36,13
"result.9591",36,13
"result.9592",36,11
"result.9593",36,12
"result.9594",36,13
"result.9595",36,13
"result.9596",36,13
"result.9597",36,12
"result.9598",36,11
"result.9599",36,12
"result.9600",36,13
"result.9601",36,13
"result.9602",36,14
"result.9603",34,11
"result.9604",34,12
"result.9605",36,12
"result.9606",36,13
"result.9607",36,11
"result.9608",36,13
"result.9609",36,12
"result.9610",36,12
"result.9611",36,12
"result.9612",34,11
"result.9613",36,14
"result.9614",34,13
"result.9615",36,13
"result.9616",36,13
"result.9617",36,12
"result.9618",36,12
"result.9619",36,11
"result.9620",36,13
"result.9621",36,13
"result.9622",36,12
"result.9623",34,11
"result.9624",36,13
"result.9625",34,11
"result.9626",36,12
"result.9627",36,11
"result.9628",34,12
"result.9629",32,11
"result.9630",36,13
"result.9631",34,12
"result.9632",36,11
"result.9633",36,12
"result.9634",34,12
"result.9635",36,13
"result.9636",34,12
"result.9637",36,12
"result.9638",36,12
"result.9639",36,13
"result.9640",36,13
"result.9641",34,12
"result.9642",36,13
"result.9643",34,11
"result.9644",36,12
"result.9645",36,14
"result.9646",36,12
"result.9647",36,12
"result.9648",36,12
"result.9649",36,13
"result.9650",36,12
"result.9651",34,12
"result.9652",32,11
"result.9653",36,13
"result.9654",36,13
"result.9655",36,13
"result.9656",36,12
"result.9657",36,12
"result.9658",36,13
"result.9659",36,11
"result.9660",36,13
"result.9661",36,13
"result.9662",36,12
"result.9663",36,12
"result.9664",36,12
"result.9665",36,12
"result.9666",36,12
"result.9667",36,11
"result.9668",36,11
"result.9669",34,11
"result.9670",36,13
"result.9671",36,12
"result.9672",36,11
"result.9673",36,13
"result.9674",36,12
"result.9675",36,12
"result.9676",36,11
"result.9677",36,12
"result.9678",36,12
"result.9679",36,13
"result.9680",36,12
"result.9681",36,13
"result.9682",34,12
"result.9683",36,12
"result.9684",34,12
"result.9685",36,13
"result.9686",34,12
"result.9687",36,11
"result.9688",36,12
"result.9689",36,13
"result.9690",36,13
"result.9691",36,12
"result.9692",36,10
"result.9693",36,13
"result.9694",36,10
"result.9695",36,13
"result.9696",36,12
"result.9697",34,13
"result.9698",36,13
"result.9699",36,12
"result.9700",36,13
"result.9701",36,12
"result.9702",36,10
"result.9703",36,12
"result.9704",36,12
"result.9705",34,11
"result.9706",36,13
"result.9707",36,13
"result.9708",36,12
"result.9709",36,13
"result.9710",34,11
"result.9711",36,12
"result.9712",36,12
"result.9713",36,13
"result.9714",36,11
"result.9715",36,12
"result.9716",36,13
"result.9717",34,12
"result.9718",36,13
"result.9719",36,13
"result.9720",36,14
"result.9721",36,13
"result.9722",32,11
"result.9723",36,14
"result.9724",36,13
"result.9725",32,11
"result.9726",36,13
"result.9727",36,13
"result.9728",36,12
"result.9729",36,11
"result.9730",36,11
"result.9731",36,13
"result.9732",34,12
"result.9733",34,11
"result.9734",36,11
"result.9735",36,11
"result.9736",34,11
"result.9737",36,13
"result.9738",36,13
"result.9739",36,12
"result.9740",36,12
"result.9741",34,12
"result.9742",36,13
"result.9743",36,13
"result.9744",34,11
"result.9745",36,14
"result.9746",36,13
"result.9747",36,13
"result.9748",36,11
"result.9749",36,11
"result.9750",36,13
"result.9751",36,13
"result.9752",36,13
"result.9753",36,12
"result.9754",36,13
"result.9755",36,12
"result.9756",36,12
"result.9757",36,12
"result.9758",36,11
"result.9759",36,12
"result.9760",36,13
"result.9761",36,13
"result.9762",36,12
"result.9763",36,13
"result.9764",36,13
"result.9765",36,12
"result.9766",36,13
"result.9767",36,12
"result.9768",36,12
"result.9769",36,12
"result.9770",36,14
"result.9771",36,13
"result.9772",36,13
"result.9773",34,9
"result.9774",36,11
"result.9775",36,12
"result.9776",36,13
"result.9777",36,13
"result.9778",36,12
"result.9779",34,11
"result.9780",36,12
"result.9781",36,12
"result.9782",36,11
"result.9783",36,13
"result.9784",36,12
"result.9785",36,11
"result.9786",34,11
"result.9787",36,13
"result.9788",36,12
"result.9789",34,12
"result.9790",36,14
"result.9791",36,13
"result.9792",36,12
"result.9793",34,11
"result.9794",36,11
"result.9795",36,12
"result.9796",36,13
"result.9797",36,12
"result.9798",34,11
"result.9799",36,12
"result.9800",36,12
"result.9801",36,13
"result.9802",36,12
"result.9803",36,12
"result.9804",36,12
"result.9805",36,12
"result.9806",34,12
"result.9807",36,13
"result.9808",34,12
"result.9809",34,11
"result.9810",32,10
"result.9811",36,11
"result.9812",36,13
"result.9813",36,13
"result.9814",34,12
"result.9815",36,12
"result.9816",36,12
"result.9817",34,11
"result.9818",36,12
"result.9819",36,11
"result.9820",36,13
"result.9821",34,12
"result.9822",36,13
"result.9823",32,9
"result.9824",36,13
"result.9825",36,12
"result.9826",36,12
"result.9827",36,14
"result.9828",36,14
"result.9829",34,11
"result.9830",36,12
"result.9831",36,13
"result.9832",36,12
"result.9833",36,13
"result.9834",36,12
"result.9835",36,13
"result.9836",34,11
"result.9837",36,12
"result.9838",36,12
"result.9839",36,13
"result.9840",36,12
"result.9841",34,13
"result.9842",36,13
"result.9843",36,11
"result.9844",36,13
"result.9845",36,12
"result.9846",36,13
"result.9847",36,13
"result.9848",36,11
"result.9849",36,13
"result.9850",36,12
"result.9851",36,13
"result.9852",36,12
"result.9853",36,11
"result.9854",36,13
"result.9855",36,11
"result.9856",36,13
"result.9857",36,13
"result.9858",36,13
"result.9859",36,12
"result.9860",36,12
"result.9861",36,12
"result.9862",36,12
"result.9863",36,13
"result.9864",36,13
"result.9865",36,12
"result.9866",36,11
"result.9867",34,11
"result.9868",36,12
"result.9869",36,13
"result.9870",34,12
"result.9871",36,13
"result.9872",36,12
"result.9873",36,12
"result.9874",36,13
"result.9875",36,12
"result.9876",36,13
"result.9877",36,12
"result.9878",36,13
"result.9879",36,11
"result.9880",36,14
"result.9881",36,11
"result.9882",36,13
"result.9883",36,13
